label,confidence,reasoning,explanation,idx,sentence,matched_markers,paper_title,reviewer,ground_truth,model,correct
subjective,0.95,"The sentence includes subjective elements such as 'it seems like' and 'would be the real baseline,' which indicate the author's evaluation of the baseline method. The use of 'seems like' and the mention of LoRA/adapters as examples further support the subjective nature of the statement.","The sentence expresses the author's opinion about the baseline method's lack of standard efficiency techniques, which is subjective.",56,"In addition, it seems like the baseline fine-tuning does not employ standard parameter‑efficient fine‑tuning methods inside the BFM (e.g., LoRA/adapters), which would be the real baseline when talking about efficiency.",it seems,Task Tokens: A Flexible Approach to Adapting Behavior Foundation Models,ICLR.cc/2026/Conference/Submission25607/Reviewer_zBs9,subjective,qwen3:1.7b,True
objective,1.0,"The sentence states a factual observation about the paper's content (definitions in MARL are not clearly defined), without expressing personal opinion or evaluation. It is a neutral report of a factual claim.","The sentence objectively reports a lack of clarity in the paper's definitions, which is a verifiable fact.",57,"The environment structure, reward horizon, and credit assignment in MARL are not clearly defined.",not clearly,Contrastive-Aligned Knowledge Distillation for Collaborative Code Completion via Multi-Agent Reinforcement Learning,ICLR.cc/2026/Conference/Submission25606/Reviewer_hxQN,subjective,qwen3:1.7b,False
subjective,0.95,"The sentence critiques the paper's methodology by stating it lacks comparison to specific methods (e.g., MaterialMVP), which is an evaluative judgment. The use of 'lacks' and the mention of specific methods indicate an author's opinion about the paper's shortcomings.",The reviewer is expressing a subjective critique about the paper's methodology.,58,"The paper lacks comparison to several relevant methods, such as MaterialMVP (ICCV 2025), which also supports image as the condition and generates the object material.",lacks | relevant,Style2Shape: Image Style Guided 3D Shape Material Generation,ICLR.cc/2026/Conference/Submission25608/Reviewer_Hn2v,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence starts with 'I think,' indicating an opinion, and uses evaluative language like 'particularly interesting' to express a personal judgment about the model's training. The factual statement about the model being trained on pivot languages is used to support the opinion, making the overall statement subjective.","The author expresses a personal opinion about the model's training, which is not a verifiable fact.",59,I think this would be particularly interesting to see as opposed to just the pivot languages because the model is explicitly trained on those anyway.,I think | interesting,Revisiting Multilingual Data Mixtures in Language Model Pretraining,ICLR.cc/2026/Conference/Submission25639/Reviewer_GiHe,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains subjective expressions such as 'I'd much prefer' and 'i think LLM as a judge weakens the argument,' which indicate personal opinions or evaluations. These elements are not verifiable facts, and the author's stance is clearly expressed.","The sentence expresses the author's personal preferences and evaluations about evaluation rigor and the role of LLM, which are subjective in nature.",60,I'd much prefer if the evals were as rigorous as possible and i think LLM as a judge weakens the argument,I'd much prefer ,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_guxm,subjective,qwen3:1.7b,True
subjective,0.99,"The sentence expresses a personal opinion ('I'm not a great fan') and uses evaluative language ('as a judge evaluation'), indicating an author's subjective stance rather than verifiable facts.","The review explicitly states a personal preference, which is a subjective evaluation.",61,"At the same time, I'm not a great fan of the LLM as a judge evaluation of the agents",I'm not a,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_guxm,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence 'This is not interesting' expresses an evaluative judgment about the content's relevance, which aligns with subjective criteria. It lacks verifiable facts, method descriptions, or numerical data, and contains an emotional or opinion-based assessment.","The sentence is an evaluative judgment about the content's interest, making it subjective.",62,This is not interesting.,interesting,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_guxm,subjective,qwen3:1.7b,True
subjective,0.9,"The sentence uses 'should be included' as a recommendation, which is a subjective opinion. It discusses what the paper should add, indicating an author's evaluation of the paper's completeness.",The sentence expresses a subjective recommendation about what should be included in the paper.,63,"Additional privacy-related baselines, such as approaches based on secure inference, differential privacy, should be included for a more convincing empirical validation. 3.",should be,AlienLM: Alienization of Language for Privacy-Preserving API Interaction with LLMs,ICLR.cc/2026/Conference/Submission25556/Reviewer_EeK6,subjective,qwen3:1.7b,True
subjective,0.9,"The sentence uses evaluative language ('unclear') and expresses an opinion about the paper's clarity, which is a hallmark of subjective analysis. The phrase 'really' intensifies the judgment, and the structure of the sentence frames the author's evaluation rather than presenting verifiable facts.","The sentence subjectsively evaluates the clarity of the paper, indicating the reviewer's personal judgment about its quality.",64,- The paper is really unclear on exactly what and how the probem is being solved.,unclear,Curriculum-Based Termination Critic for Scalable Program Decomposition in Hierarchical Reinforcement Learning,ICLR.cc/2026/Conference/Submission25563/Reviewer_e415,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence includes subjective expressions like 'I think' and 'it is unclear to me,' which indicate the reviewer's personal judgment about the paper's clarity and reliability. It also contains evaluative language and hypothetical examples that reflect the author's perspective.","The reviewer is expressing their own opinion about the paper's content, which makes the statement subjective.",65,"More explicitly stating what the measured quantities in the experiments correspond to in terms of the theory and the notation introduced above would be useful here, I think. 	- For example, how do $n$-gram statistic map to jets? - It is unclear to me to what degree the results should be trusted as a truthful representation of the model.",I think | unclear | should be,Jet Expansions: Restructuring LLM Computation for Model Inspection,ICLR.cc/2026/Conference/Submission25587/Reviewer_QKXz,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses evaluative language ('overclaiming') and expresses an opinion about the title's appropriateness, which aligns with subjective criteria. It does not report verifiable facts or describe methods/results.",The reviewer's critique of the title's overclaiming is an opinion-based evaluation.,66,- The title is overclaiming by having “Riemannian Geometry” as the opening clause.,overclaiming,Riemannian Geometry: Speech Detection from MEG Brain Signals Towards Non-Invasive BCI,ICLR.cc/2026/Conference/Submission25560/Reviewer_i4zw,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses evaluative language ('not well-enough motivated') and expresses an opinion about the dataset introduction, indicating the author's perspective rather than a verifiable fact.","The review contains an evaluative judgment about the dataset's motivation, which is subjective.",67,"As it stands, this dataset introduction is not well-enough motivated.",not well,Improving Developer Emotion Classification via LLM-Based Augmentation,ICLR.cc/2026/Conference/Submission25649/Reviewer_tdxY,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses the evaluative term 'thin' to critique the paper's approach to positioning/novelty versus close baselines, indicating an opinion rather than a factual claim. The phrase 'is thin' is a subjective judgment about the paper's methodology.","The reviewer is expressing an opinion about the paper's approach, which is subjective.",68,Positioning/novelty vs. close baselines is thin.,novelty,Contrastive Code Graph Embeddings for Reinforcement Learning-Based Automated Code Refactoring,ICLR.cc/2026/Conference/Submission25618/Reviewer_qRvF,subjective,qwen3:1.7b,True
subjective,0.9,"The sentence uses 'should have been conducted,' which implies a recommendation or suggestion, indicating an author's opinion or critique of the methodology. The phrase 'proper grid search' is a technical term, but the context of the peer review suggests it's a subjective evaluation of the author's work.","The sentence critiques the author's methodology by suggesting a missing step, which is a subjective evaluation of their work.",69,A proper grid search for the best learning rate should have been conducted.,should have,Silver Stepsize for Faster Zeroth-Order Optimization,ICLR.cc/2026/Conference/Submission25582/Reviewer_oiV7,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses hedging language ('unclear', 'whether') and expresses uncertainty about the results' causation, indicating an author's evaluation or uncertainty rather than a verifiable fact. The phrase 'lucky, unintentional cherry-picking' suggests a potential methodological issue, but the overall tone is subjective as it presents a possible explanation without definitive assertion.","The sentence is subjective due to its hedging language and uncertainty, reflecting the author's evaluation of the study's methodology.",70,"Indeed, as it stands, it is unclear whether, for instance, the current results are not the consequence of a lucky, unintentional cherry-picking of the right (default) random seed.",unclear,Cross-Modal Syntax-NL Attention for Multi-Agent Reinforcement Learning in Collaborative Coding,ICLR.cc/2026/Conference/Submission25586/Reviewer_i1oQ,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence critiques the benchmark's representativeness and the toolkit's scope, using evaluative language like 'unclear' and 'narrower,' which are subjective judgments about the paper's strengths and weaknesses.","The peer review expresses opinions about the benchmark's generalizability and the toolkit's limitations, indicating a subjective analysis of the paper's merits and shortcomings.",71,"Without geographic context, it is unclear how representative or generalizable the benchmark is. **Tools are narrower.** The toolkit focuses on perception and spatial-relation operators (buffer, overlap, containment) but lacks temporal/change and code-based tools that are common in broader geospatial reasoning workflows.",unclear | lacks,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_PTWu,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence expresses a personal evaluation (e.g., 'should include comparisons') and acknowledges the reviewer's own lack of familiarity with a specific method. It includes subjective recommendations and judgments about the paper's content, rather than verifiable facts or objective descriptions.","The reviewer is offering a subjective suggestion about the paper's methodology, based on their own knowledge and judgment.",72,"Although I am not deeply familiar with the specific two-point ZO estimation paradigm, it seems that the paper should include comparisons with more advanced accelerated or variance-reduced zeroth-order optimizers—for example, algorithms that incorporate momentum, adaptive smoothing, or gradient-tracking techniques.",it seems  | should include,Silver Stepsize for Faster Zeroth-Order Optimization,ICLR.cc/2026/Conference/Submission25582/Reviewer_XZvk,subjective,qwen3:1.7b,True
objective,0.95,"The sentence critiques the paper's methodology by pointing out a lack of clarity in defining adversarial settings, which is a factual statement about the paper's content rather than an evaluative or subjective opinion. The reviewer is highlighting a deficiency in the paper's methodology, not expressing their own stance.","The sentence is an objective critique of the paper's methodology, focusing on a factual deficiency in its definition of adversarial settings.",73,"The paper does not clearly define the adversarial setting for code generation—what kinds of perturbations are used, how they are measured, and what “robustness” precisely means.",not clearly | robustness,Curricular Adversarial Training for Robust Code Generation via Hierarchical Reinforcement Learning,ICLR.cc/2026/Conference/Submission25575/Reviewer_TNBK,subjective,qwen3:1.7b,False
subjective,0.6,"The sentence expresses an opinion about the clarity of the ablations' purpose, using 'not very clear' and 'would have been beneficial' which imply the author's assessment of the paper's quality. The phrase 'would have been beneficial' introduces a hypothetical scenario, but the overall sentiment is subjective as it reflects the author's evaluation of the paper's clarity.","The sentence is subjective because it reflects the author's opinion on the clarity of the ablations' purpose, using evaluative language and hypothetical scenarios.",74,"It was not very clear what the ablations where trying to accomplish sometimes, would have been beneficial.",very clear,Scaling Laws for Generative Reward Models,ICLR.cc/2026/Conference/Submission25601/Reviewer_UekM,subjective,qwen3:1.7b,True
objective,0.95,"The sentence presents a factual statement about the consequences of an omission in the context of MoE architectures. It describes a general trend (memory/latency costs) and a specific outcome (difficulty in assessing practicality), which are verifiable facts. No subjective language, evaluations, or hedging is present.",The sentence objectively states a factual consequence of an omission without expressing the author's personal opinion or evaluation.,75,"Given that MoE architectures typically incur higher memory or latency costs due to expert activation, this omission makes it hard to assess the framework’s practicality in resource-constrained environments.",hard to assess,D-MOE-EVAL: A Dynamic Mixture Of Experts Framework For Human-Aligned Nuanced Large Language Model Evaluation,ICLR.cc/2026/Conference/Submission25569/Reviewer_ZMSh,subjective,qwen3:1.7b,False
objective,0.9,"The sentence states a factual claim about the paper's presentation quality ('poor') and its impact on evaluation. It does not express personal opinions, evaluations, or hedging, nor does it describe methods or report results. The author is critiquing a specific attribute of the paper, which is a verifiable fact.","The sentence is an objective statement about the paper's presentation quality, not an opinion or evaluation.",76,The poor presentation makes it extremely difficult to evaluate the technical soundness and novelty of the contributions. 1.,difficult to evaluate | novelty,Cross-Modal Syntax-NL Attention for Multi-Agent Reinforcement Learning in Collaborative Coding,ICLR.cc/2026/Conference/Submission25586/Reviewer_gL1u,subjective,qwen3:1.7b,False
subjective,0.95,"The sentence uses the evaluative term 'questionable' to express doubt about the reliability of the tests, which is an opinion. The mention of '4' likely refers to a citation, but the main claim is subjective.","The sentence expresses an opinion about the reliability of the tests, indicating subjectivity.",77,The power of these tests and their reliability for clinical interpretation are questionable. 4.,questionable,Unsupervised Dynamic Graph Multi-Model Representation Learning for Temporal Patterns Discovery: Uncovering Parkinson’s Disease Stages Using Cerebrospinal Fluid Longitudinal Profiles,ICLR.cc/2026/Conference/Submission25570/Reviewer_dDiY,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence includes an evaluative term ('fails to reveal') and critiques the paper's performance, indicating an author's opinion. The ablation study results are presented factually, but the overall statement is a critique, making it subjective.","The reviewer expresses an opinion about the paper's performance, even though the ablation study results are presented as factual data.",78,"The paper fails to reveal the state of the art on this task. - The ablation study (Table 7) shows that training on Triple-S or MultiChat alone gives marginal benefit, but training on both provides a huge boost.",fails to,Triple-S: A Sticker Semantic Similarity Benchmark with General Sticker Encoder,ICLR.cc/2026/Conference/Submission25572/Reviewer_yX6H,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses 'I would like to see' which indicates a personal preference, and the phrase 'align different high dimensional observations' is a request for improvement, both of which are subjective expressions of the author's opinion. The lack of verifiable facts or method descriptions further supports the subjective classification.","The sentence expresses a personal opinion about how the paper could be improved, making it subjective.",79,"If like that, I would like to see the author could align diffrent high dimensional observations.",would like to see,LaMbDA: Local Latent Embedding Alignment for Cross-modal Time-Series Diffusion,ICLR.cc/2026/Conference/Submission25565/Reviewer_PVqD,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains evaluative phrases like 'promising' and 'somewhat limited in scope,' which indicate the author's personal judgment about the experimental evaluation's scope. These are not verifiable facts, and the language reflects an opinion rather than a neutral description of methodology or results.","The reviewer expresses an opinion about the evaluation's scope, which is subjective.",80,"The experimental evaluation, while promising, appears somewhat limited in scope.",promising | somewhat limited,HTR for Russian Empire Period Manuscripts: A Two-Stage Framework with New Annotated Resources,ICLR.cc/2026/Conference/Submission25555/Reviewer_BcVz,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence includes evaluative terms like 'insufficient' and 'absent,' which indicate the author's opinion or critique. The context of a peer review's 'weaknesses' section supports a subjective classification.","The sentence critiques the methodology's adequacy using evaluative language, aligning with subjective analysis in academic reviews.",81,Direct label prediction is insufficient to measure reasoning; CoT or reasoning-path supervision is absent. 3.,insufficient,Causal Reasoning Favors Encoders: Limits of Decoder-Only Models,ICLR.cc/2026/Conference/Submission25568/Reviewer_vzTB,subjective,qwen3:1.7b,True
subjective,0.6,"The sentence contains subjective expressions like 'I believe' and 'I do not know if...' along with evaluative terms such as 'lacking' and 'impossible'. While the factual component about datasets is present, the overall tone reflects the author's personal judgment and uncertainty.","The sentence combines factual information with subjective evaluations and personal beliefs, indicating a subjective stance.",82,"As such, I believe the evaluation is lacking, but I do not know if improving it is possible, given that recent datasets cannot easily be trained with the proposed strategy.",I believe,Less is More: Improving Molecular Force Fields with Minimal Temporal Information,ICLR.cc/2026/Conference/Submission25585/Reviewer_ZeyN,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains evaluative language such as 'very low,' 'cannot understand,' 'seem arbitrary,' and 'lack of insights.' These terms indicate the author's critical assessment of the study's methodology and results, rather than objective facts or verifiable claims.","The review expresses subjective criticism about the study's methodology and results, using evaluative language and emotional stances.",83,"Nonetheless, the analysis of the dataset is very low and we cannot understand the impact of each of these tasks; the various design choices for each task, albeit explained, are not experimentally verified and seem arbitrary.  4/ Lack of insights.",we cannot understand,All-in-One: Boosting Basic Capabilities in one Omni-MLLM to Enhance Movie Understanding,ICLR.cc/2026/Conference/Submission25627/Reviewer_pdST,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains a factual statement about results ('9/16 cases, each improvement <5%') and a subjective uncertainty ('I am not sure...'). The latter expresses the author's doubt, making the overall statement subjective.","The reviewer questions the relevance of small gains to temporality, indicating personal uncertainty, which is a subjective evaluation.",84,"The loss only improved the accuracy over the baseline in 9/16 cases, each improvement being less than 5%. - I am not sure the small gains have anything to do with temporality.",not sure,Less is More: Improving Molecular Force Fields with Minimal Temporal Information,ICLR.cc/2026/Conference/Submission25585/Reviewer_8Ljb,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains an evaluative statement ('Poor presentation and readability') and a factual claim ('The overall presentation is difficult to follow'), but the primary focus is on the author's critique of the presentation's quality, which is an opinion. The use of 'poor' and 'difficult to follow' indicates subjective judgment.","The sentence expresses a subjective critique of the presentation's quality, as it contains evaluative language and an opinion-based assessment.",85,Poor presentation and readability: The overall presentation is difficult to follow.,difficult to follow,AlienLM: Alienization of Language for Privacy-Preserving API Interaction with LLMs,ICLR.cc/2026/Conference/Submission25556/Reviewer_EeK6,subjective,qwen3:1.7b,True
subjective,0.9,"The sentence critiques the terminology used in the paper, expressing an opinion that the term 'age-based' is incorrect and suggests a better alternative. This reflects the author's personal judgment about the methodology, which is a subjective evaluation.","The reviewer is commenting on the accuracy of terminology, which is a subjective assessment of the paper's methodology.",86,"For example, the authors describe constructing “age-based” graphs, when in fact each graph corresponds instead to a specific visit time (a better -and correct- term in my opinion would be visit-based graphs).",in my opinion,Unsupervised Dynamic Graph Multi-Model Representation Learning for Temporal Patterns Discovery: Uncovering Parkinson’s Disease Stages Using Cerebrospinal Fluid Longitudinal Profiles,ICLR.cc/2026/Conference/Submission25570/Reviewer_QbpR,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses evaluative language ('overly simplistic', 'failing to clearly illustrate') and expresses a personal judgment about the figures' quality, indicating an author's opinion rather than a verifiable fact.",The review contains subjective evaluation of the figures' clarity and simplicity.,87,"Figures 1 and 2 are overly simplistic, failing to clearly illustrate the framework’s workflow.",simplistic,D-MOE-EVAL: A Dynamic Mixture Of Experts Framework For Human-Aligned Nuanced Large Language Model Evaluation,ICLR.cc/2026/Conference/Submission25569/Reviewer_ZMSh,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence expresses an opinion about the study's methodology by stating that without comparing to ThinkGeo or analyzing performance differences, it's hard to assess the benefits. It uses evaluative language ('hard to assess') and implies the author's judgment on the study's completeness.","The sentence is an opinion about the study's methodology, indicating the author's evaluation of its completeness.",88,"Without comparing to ThinkGeo directly or analyzing performance differences across modalities, it's hard to assess the true benefits of the proposed approach.",hard to assess,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_5bSx,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses evaluative language ('inadequate') and expresses a negative judgment about the experimental design and visualization, indicating an author's personal opinion rather than a verifiable fact.","The review critiques the experimental design and visualization as inadequate, which is an evaluative statement expressing the author's opinion.",89,"Finally, the experimental design and visualization are inadequate.",inadequate,THE JPEG BLIND SPOT: EXPOSING A CRITICAL VULNERABILITY IN DOCUMENT TAMPERING DETECTION,ICLR.cc/2026/Conference/Submission25466/Reviewer_o5xa,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence 'This is questionable' uses the evaluative adjective 'questionable' to express an opinion or doubt about the preceding statement. This aligns with the definition of subjective language, which includes evaluations, hedges, and emotional stances.","The sentence expresses an evaluative judgment, making it subjective.",90,This is questionable.,questionable,Hierarchies over Pixels: A Benchmark for Cognitive Geospatial Reasoning for Agents,ICLR.cc/2026/Conference/Submission25567/Reviewer_CA8L,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses 'believe' to express a personal opinion about the paper's generation, which is a subjective evaluation. The author's stance is not verifiable factually.","The sentence presents a subjective belief about the paper's origin, indicating an opinion rather than an objective fact.",91,I believe this paper was generated by AI.,I believe,Contrastive Code Graph Embeddings for Reinforcement Learning-Based Automated Code Refactoring,ICLR.cc/2026/Conference/Submission25618/Reviewer_BKDb,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses evaluative language such as 'hard to follow' and 'disconnected from the overall goal,' which are subjective opinions. The mention of 'Lack of solid contributions' further reinforces the subjective nature of the statement. No verifiable factual claims are present.","The review expresses personal opinions about the paper's structure and content, indicating a subjective assessment.",92,I find the paper hard to follow and every part somehow disconnected from the overall goal.  2/ Lack of solid contributions.,I find | hard to follow | Lack,All-in-One: Boosting Basic Capabilities in one Omni-MLLM to Enhance Movie Understanding,ICLR.cc/2026/Conference/Submission25627/Reviewer_pdST,subjective,qwen3:1.7b,True
subjective,0.95,The sentence uses evaluative adjectives like 'insufficient' and 'limited' to express the author's critique of the related work section and baselines. These terms indicate subjective judgment rather than verifiable facts.,The peer review sentence contains subjective evaluations of the paper's content.,93,"5.The related work section is insufficient, and the baselines listed in the main experiment table are quite limited.",insufficient | quite limited,Diffusion-Advection Transformer for Air Quality Prediction,ICLR.cc/2026/Conference/Submission25577/Reviewer_RSdU,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses the evaluative adjective 'seems' to express the author's opinion about the paper's specification, indicating a subjective judgment rather than a verifiable fact.","The author's assessment of the paper's clarity is subjective, as it involves an evaluation of the paper's completeness rather than factual reporting.",94,The paper seems doesn’t specify which layers’ activations are used to compute features or why.,The paper seems,Neuron-Aware Data Selection in Instruction Tuning for Large Language Models,ICLR.cc/2026/Conference/Submission25580/Reviewer_wy8Y,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses 'should' to express a recommendation, which is a personal judgment. It does not state verifiable facts or describe methods/report results. The author's stance on content placement is evident.","The sentence expresses a personal recommendation, indicating an opinion rather than an objective fact.",95,"Therefore, they should be moved from the supplementary material to the main paper.",should be,Efficient High-Resolution Image Editing with Hallucination-Aware Loss and Adaptive Tiling,ICLR.cc/2026/Conference/Submission25554/Reviewer_BLVj,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses emotional language ('unfortunately', 'hard to follow') and expresses a personal evaluation of the paper's structure, indicating an author's opinion rather than a verifiable fact. The hedging phrase 'a bit hard' further supports the subjective nature.",The reviewer's personal experience and emotional judgment about the paper's clarity are clearly expressed.,96,"- Unfortunately, I found it a bit hard to follow the transition between the empirical results and the theoretical setup.",hard to follow,Jet Expansions: Restructuring LLM Computation for Model Inspection,ICLR.cc/2026/Conference/Submission25587/Reviewer_QKXz,subjective,qwen3:1.7b,True
subjective,0.75,"The sentence includes a subjective evaluation ('I appreciate') alongside objective factual claims about model performance. The phrase 'interesting finding' introduces an evaluative stance, while the rest of the content presents verifiable comparisons between models.","The reviewer expresses an opinion about the significance of the finding, balancing objective data with subjective judgment.",97,"The paper proposes an interesting finding: decoder-only language models exhibit weaker logical reasoning abilities compared to fine-tuned encoder and encoder-decoder models, which I appreciate.",The paper proposes | interesting,Causal Reasoning Favors Encoders: Limits of Decoder-Only Models,ICLR.cc/2026/Conference/Submission25568/Reviewer_157V,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence contains 'I think' which indicates an opinion, and 'apparent' suggests the author's perception of a weakness in the writing. The statement does not present verifiable facts or methodological details, aligning with subjective analysis.","The reviewer expresses a personal judgment about the writing quality, indicating subjectivity.",98,"The first apparent weakness, I think, lies in the writing.",I think,Causal Reasoning Favors Encoders: Limits of Decoder-Only Models,ICLR.cc/2026/Conference/Submission25568/Reviewer_ivZq,subjective,qwen3:1.7b,True
subjective,0.95,The sentence contains an explicit opinion ('I believe') and uses hedging ('should generally undergo') to express the author's stance on the work's requirements. It does not present verifiable facts or methodological details.,"The sentence expresses the author's personal belief about the work's requirements, making it subjective.",99,I don't have specific improvement suggestions for this work because I believe it should generally undergo a major revision in order to be accepted to this conference.,I believe,SAVIOR: Sample-efficient Alignment of Vision-Language Models for OCR Representation,ICLR.cc/2026/Conference/Submission25642/Reviewer_Lzsk,subjective,qwen3:1.7b,True
subjective,0.95,"The sentence uses 'not sure' and 'I am not sure,' indicating uncertainty and a personal judgment about the conditions of LLM self-play systems. This aligns with subjective analysis, as it reflects the author's stance rather than verifiable facts.","The sentence expresses the author's uncertainty about the conditions of LLM self-play systems, which is a subjective evaluation.",100,I am not sure whether typical LLM self-play systems used in practice satisfy these conditions. 2.,not sure,Training as Computation: A Resource-Bounded Theory of Continual Self-Play Learning,ICLR.cc/2026/Conference/Submission25593/Reviewer_AxQw,subjective,qwen3:1.7b,True
