label,confidence,reasoning,explanation,idx,sentence,matched_markers,ground_truth,model,correct
subjective,0.95,"The sentence contains explicit hedging ('I think', 'unclear to me') and evaluative language ('would be useful', 'should be trusted'). The author expresses personal uncertainty about the mapping between experimental quantities and theoretical notation, and questions the reliability of results without presenting verifiable facts. The phrasing reflects the reviewer's personal perspective rather than objective reporting.","The use of 'I think' and 'unclear to me' clearly indicates the author's personal stance and uncertainty, making this a subjective evaluation.",65,"More explicitly stating what the measured quantities in the experiments correspond to in terms of the theory and the notation introduced above would be useful here, I think. 	- For example, how do $n$-gram statistic map to jets? - It is unclear to me to what degree the results should be trusted as a truthful representation of the model.",I think | unclear | should be,subjective,qwen3:14b,True
subjective,0.95,"The sentence uses evaluative language ('overclaiming') to judge the title's accuracy, which reflects the reviewer's opinion rather than a verifiable fact. The claim that the title 'is overclaiming' implies a value judgment about its appropriateness, which aligns with subjective expression.","The sentence expresses an evaluative opinion about the title's accuracy, making it subjective.",66,- The title is overclaiming by having “Riemannian Geometry” as the opening clause.,overclaiming,subjective,qwen3:14b,True
subjective,0.95,"The sentence uses evaluative language ('not well-enough motivated') to express the reviewer's judgment about the dataset introduction's adequacy. There is no verifiable fact stated, and the phrasing reflects the author's opinion rather than objective data. The use of 'as it stands' further emphasizes the reviewer's critical stance without providing measurable criteria.","The sentence expresses an evaluative opinion about the dataset introduction's motivation, making it subjective.",67,"As it stands, this dataset introduction is not well-enough motivated.",not well,subjective,qwen3:14b,True
subjective,0.95,"The phrase 'thin' is a vague, evaluative descriptor that reflects the reviewer's judgment about the lack of distinction between the paper's positioning/novelty and existing baselines. This is not a verifiable fact but an opinion about the perceived weakness. The sentence frames the comparison as insufficient without providing objective metrics or evidence.",The use of 'thin' as a qualitative judgment about the novelty's distinction from baselines makes this a subjective evaluation.,68,Positioning/novelty vs. close baselines is thin.,novelty,subjective,qwen3:14b,True
subjective,0.95,"The sentence uses evaluative language ('proper') and prescriptive phrasing ('should have been conducted'), indicating the reviewer's judgment about the methodology rather than stating verifiable facts. The statement reflects an opinion on what the authors ought to have done, which aligns with subjective critique.","The sentence expresses an evaluative opinion about the methodology, using prescriptive language that reflects the reviewer's judgment rather than objective facts.",69,A proper grid search for the best learning rate should have been conducted.,should have,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('lucky', 'unintentional cherry-picking') and expresses uncertainty ('it is unclear'), which are hallmarks of subjective opinion. The author is not reporting verifiable facts but rather speculating about potential causes of the results, using hedging ('whether... are not the consequence') and judgmental terms.","The sentence expresses the reviewer's uncertainty and judgment about the methodology, making it subjective.",70,"Indeed, as it stands, it is unclear whether, for instance, the current results are not the consequence of a lucky, unintentional cherry-picking of the right (default) random seed.",unclear,subjective,qwen3:14b,True
subjective,0.9,"The sentence contains evaluative language such as 'unclear', 'narrower', and 'lacks', which express the reviewer's judgment about the benchmark's representativeness and the toolkit's limitations. While some factual descriptions (e.g., 'focuses on perception and spatial-relation operators') are present, the overall tone is evaluative, emphasizing shortcomings ('implying that the absence of certain tools is a weakness). The use of 'generalizable' and 'common in broader workflows' further reflects the reviewer's opinion on the benchmark's adequacy.","The sentence expresses the reviewer's judgment about the benchmark's limitations and the toolkit's scope, using evaluative language that reflects subjective opinion.",71,"Without geographic context, it is unclear how representative or generalizable the benchmark is. **Tools are narrower.** The toolkit focuses on perception and spatial-relation operators (buffer, overlap, containment) but lacks temporal/change and code-based tools that are common in broader geospatial reasoning workflows.",unclear | lacks,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('should include') and expresses the reviewer's opinion about what the paper ought to do. The phrase 'it seems' indicates a personal judgment, and the recommendation is framed as a suggestion rather than a verifiable fact. While specific algorithm names are mentioned, the overall statement reflects the reviewer's stance rather than objective reporting.","The sentence expresses the reviewer's opinion about necessary improvements to the paper, using evaluative language and hedging, making it subjective.",72,"Although I am not deeply familiar with the specific two-point ZO estimation paradigm, it seems that the paper should include comparisons with more advanced accelerated or variance-reduced zeroth-order optimizers—for example, algorithms that incorporate momentum, adaptive smoothing, or gradient-tracking techniques.",it seems  | should include,subjective,qwen3:14b,True
objective,0.95,"The sentence identifies specific omissions in the paper's methodology (e.g., 'perturbations', 'robustness') that are factual and verifiable. While it uses evaluative language ('does not clearly define'), the core content refers to missing definitional elements that should be present in academic work. The critique focuses on the paper's failure to meet standard methodological expectations, which is an objective assessment of its completeness rather than a subjective opinion.","The sentence objectively highlights missing definitional elements in the paper's methodology, which are verifiable and not based on personal judgment.",73,"The paper does not clearly define the adversarial setting for code generation—what kinds of perturbations are used, how they are measured, and what “robustness” precisely means.",not clearly,subjective,qwen3:14b,False
subjective,0.95,"The sentence uses evaluative language ('not very clear', 'would have been beneficial') and expresses the reviewer's perception of the ablations' purpose. The phrasing implies judgment about the clarity and potential value of the ablations, which are subjective assessments rather than verifiable facts.","The statement reflects the reviewer's opinion on the clarity and usefulness of the ablations, making it subjective.",74,"It was not very clear what the ablations where trying to accomplish sometimes, would have been beneficial.",very clear,subjective,qwen3:14b,True
subjective,0.95,"The sentence evaluates the framework’s practicality in resource-constrained environments based on the omission of cost analysis. While the first clause states a general fact about MoE architectures, the second clause introduces the reviewer’s judgment ('makes it hard to assess') and opinion about the framework’s adequacy, which is subjective.","The statement expresses an evaluative opinion about the framework’s practicality, making it subjective.",75,"Given that MoE architectures typically incur higher memory or latency costs due to expert activation, this omission makes it hard to assess the framework’s practicality in resource-constrained environments.",hard to assess,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('poor presentation', 'extremely difficult') that reflects the reviewer's judgment about the work's quality. The phrase 'makes it difficult to evaluate' expresses a subjective opinion about the impact of the presentation on assessment, rather than stating verifiable facts.",The use of evaluative terms like 'poor' and 'extremely difficult' indicates the reviewer's subjective assessment of the paper's presentation and its effect on evaluation.,76,The poor presentation makes it extremely difficult to evaluate the technical soundness and novelty of the contributions. 1.,difficult to evaluate | novelty,subjective,qwen3:14b,True
subjective,0.95,"The sentence uses evaluative language ('questionable') to express doubt about the tests' power and reliability. This reflects the reviewer's judgment rather than presenting verifiable facts. While 'power' and 'reliability' are technical terms, their characterization as 'questionable' introduces the reviewer's opinion, making the statement subjective.","The use of 'questionable' directly conveys the reviewer's evaluation, classifying the statement as subjective.",77,The power of these tests and their reliability for clinical interpretation are questionable. 4.,questionable,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language such as 'fails to reveal' (explicit criticism) and 'marginal benefit'/'huge boost' (comparative judgments). While it references a table (objective data source), the interpretation of results uses subjective adjectives. The first clause directly criticizes the paper's content, which is a clear opinion rather than a verifiable fact.",The sentence expresses the reviewer's evaluation of the paper's shortcomings and the significance of experimental results using subjective language.,78,"The paper fails to reveal the state of the art on this task. - The ablation study (Table 7) shows that training on Triple-S or MultiChat alone gives marginal benefit, but training on both provides a huge boost.",fails to,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains first-person expression ('I would like') indicating the reviewer's personal preference. The phrasing 'could align' suggests a desired action rather than stating an objective fact. The use of 'diffrent' (likely a typo for 'different') does not change the subjective nature of the statement, which reflects the reviewer's opinion about the paper's potential improvements.","The sentence expresses the reviewer's personal desire for the author to take a specific action, making it subjective.",79,"If like that, I would like to see the author could align diffrent high dimensional observations.",would like to see,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('promising', 'limited') and hedging ('somewhat'), which reflect the reviewer's judgment rather than verifiable facts. The phrase 'appears' further indicates the author's perception rather than an objective statement.",The use of evaluative terms and hedging clearly expresses the reviewer's opinion about the experimental evaluation's scope.,80,"The experimental evaluation, while promising, appears somewhat limited in scope.",promising | somewhat limited,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('insufficient') and points out a perceived limitation ('absent') in the paper's approach. While 'absent' could be factual, the overall statement reflects the reviewer's judgment about the method's adequacy, which aligns with subjective critique.",The use of evaluative terms like 'insufficient' and the critique of missing supervision methods indicate the reviewer's opinion rather than verifiable facts.,81,Direct label prediction is insufficient to measure reasoning; CoT or reasoning-path supervision is absent. 3.,insufficient,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains explicit expressions of the author's personal belief ('I believe') and uncertainty ('I do not know'), which are hallmarks of subjectivity. The evaluation of the work as 'lacking' represents an opinion, and the phrasing reflects the author's stance rather than presenting verifiable facts.",The use of first-person belief statements and evaluative language clearly identifies this as a subjective opinion.,82,"As such, I believe the evaluation is lacking, but I do not know if improving it is possible, given that recent datasets cannot easily be trained with the proposed strategy.",I believe,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language such as 'very low', 'cannot understand', 'seem arbitrary', and 'lack of insights', which reflect the reviewer's personal judgment and opinion about the paper's weaknesses. These phrases express the author's stance rather than stating verifiable facts. While 'not experimentally verified' is a factual claim, the overall context is evaluative and critical.","The sentence uses opinionated language to critique the paper's analysis and methodology, making it subjective.",83,"Nonetheless, the analysis of the dataset is very low and we cannot understand the impact of each of these tasks; the various design choices for each task, albeit explained, are not experimentally verified and seem arbitrary.  4/ Lack of insights.",we cannot understand,subjective,qwen3:14b,True
subjective,0.85,"The first part of the sentence ('The loss only improved...') presents verifiable numerical data (9/16 cases, <5% improvement), which is objective. However, the second part ('I am not sure...') introduces the reviewer's personal uncertainty and evaluative judgment ('small gains') about the relationship between the results and 'temporality.' The use of hedging ('not sure') and evaluative language ('small gains') reflects the author's subjective stance, making the overall sentence subjective.",The sentence combines objective data with the reviewer's subjective evaluation and uncertainty about the results' significance.,84,"The loss only improved the accuracy over the baseline in 9/16 cases, each improvement being less than 5%. - I am not sure the small gains have anything to do with temporality.",not sure,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('poor presentation', 'difficult to follow') that expresses a negative judgment about the work's quality. These phrases reflect the reviewer's opinion rather than stating verifiable facts. The absence of objective metrics or specific examples further supports this classification.",The statement uses evaluative language to express the reviewer's opinion about the work's presentation quality.,85,Poor presentation and readability: The overall presentation is difficult to follow.,difficult to follow,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains explicit evaluative language ('a better -and correct- term in my opinion') which directly expresses the reviewer's personal judgment about terminology. While the first part states a factual discrepancy (graphs corresponding to visit times rather than age), the inclusion of the author's opinion ('in my opinion') and evaluative phrasing ('better -and correct-') transforms the statement into a subjective critique. The use of hedging ('in my opinion') and value-laden terms ('better') are clear indicators of subjectivity.","The sentence expresses the reviewer's personal opinion about terminology, making it subjective despite containing factual elements.",86,"For example, the authors describe constructing “age-based” graphs, when in fact each graph corresponds instead to a specific visit time (a better -and correct- term in my opinion would be visit-based graphs).",in my opinion,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('overly simplistic', 'failing to clearly illustrate') that reflects the reviewer's judgment about the figures' quality. These terms express a critical opinion rather than stating verifiable facts. The phrasing implies a negative evaluation of the framework’s workflow illustration, which is a subjective assessment.",The use of evaluative adjectives and critical phrasing indicates the reviewer's subjective opinion about the figures' effectiveness.,87,"Figures 1 and 2 are overly simplistic, failing to clearly illustrate the framework’s workflow.",simplistic,subjective,qwen3:14b,True
objective,0.85,"The sentence identifies a methodological gap (lack of comparison to ThinkGeo and analysis across modalities) that objectively prevents evaluation of the approach's benefits. While 'hard to assess' might seem subjective, it describes a factual limitation in the study's scope rather than expressing personal judgment. The focus is on verifiable missing elements (comparisons, performance analysis) rather than evaluative language or hedging.","The statement objectively highlights missing methodological components that hinder evaluation, without expressing personal opinions or emotional stances.",88,"Without comparing to ThinkGeo directly or analyzing performance differences across modalities, it's hard to assess the true benefits of the proposed approach.",hard to assess,subjective,qwen3:14b,False
subjective,0.95,"The sentence uses evaluative language ('inadequate') to express a negative judgment about the experimental design and visualization. This reflects the reviewer's opinion rather than stating verifiable facts. There is no mention of specific measurable criteria or objective evidence to support the claim, making it a subjective evaluation.",The use of 'inadequate' as a value-laden adjective indicates a subjective judgment about the work's quality.,89,"Finally, the experimental design and visualization are inadequate.",inadequate,subjective,qwen3:14b,True
subjective,0.95,"The phrase 'questionable' is an evaluative adjective expressing the author's critical stance toward something. It conveys a judgment rather than stating verifiable facts. The sentence lacks objective measurements, methodological descriptions, or neutral reporting, aligning with the definition of subjective language.","The use of 'questionable' directly reflects the author's opinion about the subject, making it a clear example of subjective language.",90,This is questionable.,questionable,subjective,qwen3:14b,True
subjective,0.95,The sentence contains first-person opinion language ('I believe') and makes a definitive claim about the paper's origin without providing verifiable evidence. The use of 'believe' explicitly signals the author's personal judgment rather than objective fact.,The explicit use of 'I believe' and the absence of empirical evidence make this a clear expression of the reviewer's personal opinion.,91,I believe this paper was generated by AI.,I believe,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains explicit evaluative language ('hard to follow', 'disconnected', 'lack of solid contributions') and first-person perspective ('I find'), which directly express the reviewer's personal judgment about the paper's quality. These elements align with the definition of subjective statements that convey opinions and evaluations rather than verifiable facts.",The sentence expresses the reviewer's personal evaluation of the paper's clarity and contributions using subjective language and first-person perspective.,92,I find the paper hard to follow and every part somehow disconnected from the overall goal.  2/ Lack of solid contributions.,I find | hard to follow | Lack,subjective,qwen3:14b,True
subjective,0.95,"The sentence uses evaluative language ('insufficient', 'quite limited') to express the reviewer's judgment about the quality and completeness of the related work section and baselines. These terms reflect the author's opinion rather than verifiable facts. There is no objective measurement or citation provided to support this claim.",The statement contains evaluative language that expresses the reviewer's opinion about the adequacy of the related work section and baselines.,93,"5.The related work section is insufficient, and the baselines listed in the main experiment table are quite limited.",insufficient | quite limited,subjective,qwen3:14b,True
subjective,0.85,"The sentence uses the hedging verb 'seems' to express uncertainty about the paper's omissions. While it critiques the paper's lack of specification, the phrasing implies the reviewer's tentative judgment rather than stating a verifiable fact. The use of 'doesn’t specify' is a direct evaluation of the paper's content, which is framed through the author's perspective rather than objective evidence.","The sentence employs hedging ('seems') and evaluates the paper's content, indicating the reviewer's subjective judgment rather than presenting an objective fact.",94,The paper seems doesn’t specify which layers’ activations are used to compute features or why.,The paper seems,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('should be moved') which reflects the reviewer's recommendation or opinion. The use of 'should' indicates a value judgment about where the material should be placed, rather than stating a verifiable fact. There is no hedging or factual description of methods/results.","The sentence expresses an evaluative recommendation about where material should be placed, making it subjective.",95,"Therefore, they should be moved from the supplementary material to the main paper.",should be,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('hard to follow'), personal judgment ('I found'), and emotional hedging ('a bit'). These elements reflect the reviewer's personal experience and opinion about the paper's clarity, rather than stating verifiable facts.","The sentence expresses the reviewer's personal difficulty in understanding the paper's structure, using subjective language and hedging.",96,"- Unfortunately, I found it a bit hard to follow the transition between the empirical results and the theoretical setup.",hard to follow,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains evaluative language ('interesting finding', 'I appreciate') and expresses the reviewer's personal stance toward the paper's claim. While the first part describes a claim made by the paper, the inclusion of the reviewer's appreciation introduces a subjective evaluation. The use of 'I' directly attributes the opinion to the reviewer, aligning with the definition of subjective statements.","The presence of evaluative language ('interesting', 'I appreciate') and the explicit expression of the reviewer's personal stance make this a subjective statement.",97,"The paper proposes an interesting finding: decoder-only language models exhibit weaker logical reasoning abilities compared to fine-tuned encoder and encoder-decoder models, which I appreciate.",The paper proposes | interesting,subjective,qwen3:14b,True
subjective,0.95,"The sentence contains the explicit hedge 'I think,' which directly signals the author's personal opinion. The phrase 'weakness' is evaluative, and the entire statement frames the author's judgment about the writing quality rather than presenting verifiable facts. The use of 'apparent' further softens the claim, reinforcing subjectivity.",The inclusion of 'I think' and evaluative language ('weakness') clearly identifies this as a subjective opinion rather than an objective fact.,98,"The first apparent weakness, I think, lies in the writing.",I think,subjective,qwen3:14b,True
subjective,0.95,The sentence contains explicit expressions of the reviewer's personal belief ('I believe') and evaluative judgment ('should generally undergo a major revision'). These phrases reflect the author's opinion rather than verifiable facts. The use of hedging ('generally') and the absence of objective evidence or data further reinforce the subjective nature of the statement.,"The sentence expresses the reviewer's personal belief and evaluative judgment about the work's need for revision, making it subjective.",99,I don't have specific improvement suggestions for this work because I believe it should generally undergo a major revision in order to be accepted to this conference.,I believe,subjective,qwen3:14b,True
subjective,0.95,The sentence contains explicit hedging ('I am not sure') and expresses the author's uncertainty about whether LLM systems meet certain conditions. This reflects the author's personal stance rather than stating verifiable facts. The use of 'typical' also introduces subjectivity by implying a generalization not grounded in specific evidence.,"The sentence expresses the reviewer's uncertainty through hedging language, making it subjective.",100,I am not sure whether typical LLM self-play systems used in practice satisfy these conditions. 2.,not sure,subjective,qwen3:14b,True
